phrase_name,tag_CK,count_CK,tag_j,count_j,total_count_CK,total_count_j,modified_count,modified_tag
盲啞學校,Ncb,0,n,3,0,3,0,n
盲女,Nab,0,n,4,0,4,0,n
盲從,"Nv3, VJ1","0, 9",n,58,9,58,19,n
盲生,Nab,18,n,3,18,3,16,n
盲目,VH11,72,n,852,72,852,150,n
盲者,Nab,0,n,3,0,3,0,n
盲聾學校,Ncb,0,j,3,0,3,0,j
盲腸,Nab,5,n,28,5,28,7,n
盲腸炎,Nad,2,n,4,2,4,2,n
盲點,Nac,36,n,48,36,48,37,n
直,"Dh, VH11","322, 85",d,15928,407,15928,3551,d
直下,VA11,5,v,3,5,3,4,v
直交,VH11,0,v,3,0,3,0,v
直到,P18,491,v,1131,491,1131,555,v
直升,VC1,22,v,29,22,29,22,v
直升飛機,Nab,0,n,100,0,100,10,n
直喻,VJ1,0,n,3,0,3,0,n
直屬,VJ1,27,n,742,27,742,98,n
直布羅陀,Nca,2,ns,70,2,70,8,ns
直徑,Nad,33,n,1683,33,1683,198,n
直心眼,VH11,0,i,3,0,3,0,i
直性子,"Nad, VH11","0, 0",n,24,0,24,4,n
直愕愕,VH11,0,v,3,0,3,0,v
直截了當,VH11,6,i,157,6,157,21,i
直抵,VC1,2,v,190,2,190,20,v
直挺挺,VH11,4,z,115,4,115,15,z
直接,VH11,1103,ad,14906,1103,14906,2483,ad
直接稅,Naeb,1,n,10,1,10,1,n
直撥,VC2,9,v,19,9,19,10,v
直書,VE2,0,n,3,0,3,0,n
直條,A,0,n,3,0,3,0,n
直流,VA11,20,n,219,20,219,39,n
直流電,Naa,4,n,189,4,189,22,n
直爽,VH11,10,a,74,10,74,16,a
直率,VH11,11,n,108,11,108,20,n
直眉瞪眼,VH11,0,i,3,0,3,0,i
直瞪瞪,VH11,0,z,12,0,12,1,z
直立,VA12,20,v,424,20,424,60,v
直立起來,VA2,1,i,3,1,3,1,i
直筆,VH11,0,n,4,0,4,0,n
直系,A,11,n,356,11,356,45,n
直系親屬,Nab,0,l,38,0,38,3,l
直線,Nac,52,n,871,52,871,133,n
直脾氣,Nad,0,v,3,0,3,0,v
直腸,Nab,3,n,153,3,153,18,n
直落,"VA11, VJ3","0, 14",v,90,14,90,30,v
直行,"Nad, VA11","1, 3",v,39,4,39,11,v
直視,VC2,3,v,111,3,111,13,v
直覺,"Nad, VK1","50, 11",n,345,61,345,123,n
直觀,A,5,n,332,5,332,37,n
直角,Nac,6,n,107,6,107,16,n
直角三角形,Nac,0,ns,40,0,40,4,ns
直言,VE2,24,n,792,24,792,100,n
直言無諱,VA4,0,i,3,0,3,0,i
直言無隱,VH11,0,i,3,0,3,0,i
直話直說,VA4,2,l,3,2,3,2,l
直說,VA4,0,v,188,0,188,18,v
直諫,VB11,0,v,3,0,3,0,v
直譯,VC2,3,v,166,3,166,19,v
直譯器,Nab,0,n,3,0,3,0,n
直譯式,Nad,0,n,3,0,3,0,n
直譯碼,Nac,0,n,3,0,3,0,n
直躺,VA12,0,v,3,0,3,0,v
直轄,A,0,v,707,0,707,70,v
直轄市,Ncb,0,n,8933,0,8933,893,n
直退,VC1,0,v,3,0,3,0,v
直通,VC1,21,n,463,21,463,65,n
直通通,VH11,0,n,3,0,3,0,n
直道,Nad,2,v,26,2,26,4,v
直達,VC1,23,v,973,23,973,118,v
直達車,Nab,1,l,7,1,7,1,l
直鏈,Nab,0,n,36,0,36,3,n
直陳,VE2,6,v,37,6,37,9,v
直隸,Nca,0,ns,1078,0,1078,107,ns
直須,Dbab,1,n,3,1,3,1,n
直飛,VC1,23,v,3,23,3,21,v
相,Dh,382,v,21292,382,21292,2473,v
相乘,VB12,4,v,34,4,34,7,v
相互,Dh,360,d,5664,360,5664,890,d
相互關係,Nad,0,l,3,0,3,0,l
相交,VI2,3,v,740,3,740,76,v
相人,Nab,0,n,3,0,3,0,n
相仿,VH11,12,v,142,12,142,25,v
相伴,VH11,0,v,222,0,222,22,v
相似,VH11,132,v,3295,132,3295,448,v
相位,Nad,0,v,157,0,157,15,v
相依,VH11,5,nr,66,5,66,11,nr
相依為命,VH11,7,i,103,7,103,16,i
相依相偎,VA4,0,nr,3,0,3,0,nr
相信,VK1,1147,v,6789,1147,6789,1711,v
相傳,VE2,66,v,826,66,826,142,v
相像,VH11,16,v,148,16,148,29,v
相公,Nab,2,nr,923,2,923,94,nr
相切,VH11,0,a,8,0,8,0,a
相剋,VH11,14,nr,50,14,50,17,nr
相加,VB12,3,v,198,3,198,22,v
相助,"Nv4, VA4","0, 9",v,913,9,913,190,v
相勸,VA4,2,v,138,2,138,15,v
相去,VJ3,14,v,88,14,88,21,v
相去無幾,VH11,0,i,3,0,3,0,i
相反,VH11,204,v,3895,204,3895,573,v
相反詞,Nac,0,l,3,0,3,0,l
相合,VH11,11,v,150,11,150,24,v
相同,VH11,589,d,9364,589,9364,1466,d
相向,Dh,0,v,99,0,99,9,v
相吸,VH11,0,v,3,0,3,0,v
相告,VA4,1,v,3,1,3,1,v
相命,VB11,5,v,3,5,3,4,v
相商,VE2,1,v,30,1,30,3,v
相善,VA4,0,v,3,0,3,0,v
相因而生,VH11,0,i,3,0,3,0,i
相國,Nab,1,ns,85,1,85,9,ns
相士,Nab,1,n,19,1,19,2,n
相夫教子,VA4,6,l,9,6,9,6,l
相好,VH11,0,d,103,0,103,10,d
相安,VH11,0,a,5,0,5,0,a
相安無事,VH11,10,i,65,10,65,15,i
相宜,VH11,8,v,343,8,343,41,v
相容,VH11,96,v,226,96,226,109,v
相對,VH11,425,d,6532,425,6532,1035,d
相對式,Nac,0,l,3,0,3,0,l
相對論,Nba,65,l,475,65,475,106,l
相左,VH11,11,v,46,11,46,14,v
相差,VJ3,80,v,1052,80,1052,177,v
相幫,VA4,0,v,80,0,80,8,v
相干,VI2,15,v,224,15,224,35,v
相府,Nca,4,n,25,4,25,6,n
相形,Dh,14,v,3,14,3,12,v
相形之下,Dk,31,l,73,31,73,35,l
相形見絀,VH11,4,i,52,4,52,8,i
相待,VA4,13,v,391,13,391,50,v
相得,b,0,v,3,0,3,0,v
相得益彰,VH11,6,v,66,6,66,12,v
相思,VH11,19,v,160,19,160,33,v
相思子,Nab,0,nr,6,0,6,0,nr
相思樹,Nab,11,nr,13,11,13,11,nr
相思病,Nad,2,nr,22,2,22,4,nr
相思豆,Nab,0,nr,4,0,4,0,nr
相愛,VH21,32,v,124,32,124,41,v
相應,VH11,33,v,5312,33,5312,560,v
相應不理,VI1,5,l,3,5,3,4,l
相打,VA4,1,v,3,1,3,1,v
相托,VA4,0,v,3,0,3,0,v
相投,VH11,5,v,124,5,124,16,v
相抵,VH11,1,d,111,1,111,12,d
相持,VA12,7,v,357,7,357,42,v
相持不下,VH11,0,i,31,0,31,3,i
相捋,VA4,0,i,3,0,3,0,i
相接,VA4,2,v,740,2,740,75,v
相提並論,VB12,0,i,178,0,178,17,i
相撞,VA4,8,v,149,8,149,22,v
相撲,"Nv4, VA4","0, 5",v,85,5,85,21,v
相擁,VA4,3,v,9,3,9,3,v
相敬如賓,VH11,4,nr,28,4,28,6,nr
相映,VA4,1,v,55,1,55,6,v
相映成趣,VH11,2,i,32,2,32,5,i
相會,VA4,21,v,560,21,560,74,v
相望,VA4,17,v,463,17,463,61,v
相機,Nab,114,d,418,114,418,144,d
相機行事,VH21,0,l,33,0,33,3,l
相比,VB12,128,v,4125,128,4125,527,v
相求,VA4,3,v,3,3,3,3,v
相混,VB12,1,v,3,1,3,1,v
相濡以沫,VA4,3,i,40,3,40,6,i
相煩,VA4,0,a,3,0,3,0,a
相父,Nab,0,n,3,0,3,0,n
相片,Nab,48,n,116,48,116,54,n
相率,Dh,2,n,26,2,26,4,n
相生相剋,VH11,0,nr,38,0,38,3,nr
相異,VH11,12,a,285,12,285,39,a
相當,"Dfa, VH11","1657, 510",d,6568,2167,6568,3263,d
相當於,VG2,120,v,1906,120,1906,298,v
相知,Nab,0,v,75,0,75,7,v
相稱,"VH11, VI2","15, 1",v,234,16,234,61,v
相符,VI2,0,v,404,0,404,40,v
相等,VH11,31,v,1541,31,1541,182,v
相簿,Nab,8,n,3,8,3,7,n
相約,VA4,29,d,156,29,156,41,d
相繼,Dh,98,d,2443,98,2443,332,d
相續,VH11,0,v,3,0,3,0,v
相罵,VA4,0,v,3,0,3,0,v
相習,VA4,0,v,3,0,3,0,v
相聚,VA4,33,v,408,33,408,70,v
相聲,Nad,13,d,191,13,191,30,d
相若,VH11,2,c,61,2,61,7,c
相處,Nv4,307,d,777,307,777,354,d
相術,Nad,0,n,6,0,6,0,n
相見,VA4,40,v,1238,40,1238,159,v
相見恨晚,VH11,4,l,26,4,26,6,l
相視,Dh,0,v,172,0,172,17,v
相視而笑,VA4,0,i,3,0,3,0,i
相親,VA4,20,v,64,20,64,24,v
相親相愛,VH21,13,l,37,13,37,15,l
相親相聚,VH21,0,i,3,0,3,0,i
相認,VA4,4,v,79,4,79,11,v
相談,VA4,3,v,3,3,3,3,v
相識,VH11,24,v,640,24,640,85,v
相貌,Nad,26,n,976,26,976,121,n
相貌堂堂,VH11,4,i,3,4,3,3,i
相責,VC2,0,v,3,0,3,0,v
相貼,VA4,0,v,3,0,3,0,v
相賴,VA4,0,v,3,0,3,0,v
相距,VJ3,21,v,1093,21,1093,128,v
相較,VB11,131,d,3,131,3,118,d
相輔相成,VA4,29,i,137,29,137,39,i
相輔而行,VA4,1,i,10,1,10,1,i
相迎,VA4,2,v,3,2,3,2,v
相近,VH11,85,v,745,85,745,151,v
相通,VA4,56,v,936,56,936,144,v
相逢,VA4,14,v,256,14,256,38,v
相連,VH11,88,d,2009,88,2009,280,d
相遇,"Nv4, VA4","0, 42",v,651,42,651,168,v
相違,VH11,3,v,2,3,2,2,v
相邀,VA4,2,v,3,2,3,2,v
相鄰,VH11,25,v,480,25,480,70,v
相配,VH11,12,v,98,12,98,20,v
相間,VH11,19,n,282,19,282,45,n
相關,VH11,1552,v,12463,1552,12463,2643,v
相關式,Nac,0,l,3,0,3,0,l
相關性,Nad,26,l,87,26,87,32,l
相除,VB12,3,v,11,3,11,3,v
相陪,VA4,0,v,3,0,3,0,v
相隔,VH12,28,v,390,28,390,64,v
相隨,VA4,5,v,133,5,133,17,v
相類,VH11,3,n,3,3,3,3,n
相顧,Dh,2,v,2,2,2,2,v
相顧失色,VH11,0,i,35,0,35,3,i
相鬥,VA4,6,v,42,6,42,9,v
盹,Nac,3,zg,103,3,103,13,zg
盹兒,Nac,2,n,20,2,20,3,n
盻,b,0,zg,2,0,2,0,zg
盼,VK1,78,v,1691,78,1691,239,v
盼望,"Nv2, VK1","0, 77",v,698,77,698,208,v
盾,Nab,19,q,677,19,677,84,q
盾板,Nab,0,n,3,0,3,0,n
盾牌,Nab,6,n,177,6,177,23,n
盾狀,Nad,1,n,3,1,3,1,n
盾狀腺,Naa,0,n,3,0,3,0,n
省,"!Nca, VH12","0, 28",n,29951,28,29951,6015,n
省事,VH11,11,n,117,11,117,21,n
省份,Nac,19,n,1212,19,1212,138,n
省儉,VH11,1,a,5,1,5,1,a
省分,Nac,8,n,3,8,3,7,n
省力,VH11,13,n,73,13,73,19,n
省區,Ncb,1,n,1204,1,1204,121,n
省卻,VC2,4,v,35,4,35,7,v
省去,VJ3,14,v,120,14,120,24,v
省吃儉用,VA4,6,l,45,6,45,9,l
省城,Ncb,24,n,604,24,604,82,n
省墓,VA4,0,n,3,0,3,0,n
省委,Nab,98,j,1863,98,1863,274,j
省察,VC2,4,b,10,4,10,4,b
省府,Nca,165,n,51,165,51,153,n
省庫,Ncb,0,n,3,0,3,0,n
省得,Cbca,9,v,246,9,246,32,v
省思,"Nv1, VE2","0, 53",n,3,53,3,48,n
省悟,VK1,6,n,208,6,208,26,n
省掉,VJ3,3,v,8,3,8,3,v
省政府,Nca,36,n,662,36,662,98,n
省料,VA4,2,n,3,2,3,2,n
省會,Nac,10,n,1515,10,1515,160,n
省油燈,Nab,0,n,7,0,7,0,n
省治,A,0,n,3,0,3,0,n
省減,VC2,1,v,3,1,3,1,v
省略,VJ3,28,n,129,28,129,38,n
省立,A,96,v,34,96,34,89,v
省籍,Nad,74,n,275,74,275,94,n
省級,Nad,7,b,5563,7,5563,562,b
省視,VC2,3,j,14,3,14,4,j
省親,VA4,2,n,34,2,34,5,n
省議員,Nab,41,n,3,41,3,37,n
省議會,Ncb,38,n,3,38,3,34,n
省轄市,Ncb,1,n,1049,1,1049,105,n
省運會,Nac,0,j,8,0,8,0,j
省道,Ncb,14,n,25,14,25,15,n
省錢,VH11,25,n,89,25,89,31,n
省長,Nab,40,n,3936,40,3936,429,n
省黨部,Ncb,8,n,3,8,3,7,n
眇,b,0,g,28,0,28,2,g
眈,b,0,x,24,0,24,2,x
眉,Nab,52,n,1168,52,1168,163,n
眉來眼去,VA4,1,i,23,1,23,3,i
眉宇,Nad,5,n,80,5,80,12,n
眉宇之間,Ncc,1,i,3,1,3,1,i
眉峰,Nab,4,n,11,4,11,4,n
眉形,Nad,1,n,3,1,3,1,n
眉心,Ncc,4,n,98,4,98,13,n
眉急,Nad,0,n,3,0,3,0,n
眉批,Nac,3,n,13,3,13,4,n
眉月,Nab,0,n,3,0,3,0,n
眉梢,Ncc,1,n,111,1,111,12,n
眉毛,Nab,43,n,612,43,612,99,n
眉清目秀,VH11,3,i,66,3,66,9,i
眉目,"Nad, Naea","6, 0",n,217,6,217,48,n
眉目傳情,VA4,6,i,17,6,17,7,i
眉目清秀,VH11,0,i,3,0,3,0,i
眉睫,Ncb,4,n,11,4,11,4,n
眉筆,Nab,2,n,7,2,7,2,n
眉開眼笑,VA4,5,i,73,5,73,11,i
眉頭,Nab,28,n,934,28,934,118,n
眉額,Naea,1,n,3,1,3,1,n
眉飛色舞,VH11,10,i,99,10,99,18,i
眉高眼低,VH11,0,i,3,0,3,0,i
眉黛,Nab,0,n,6,0,6,0,n
看,"Di, VC2, VE2","216, 5200, 2028",v,66641,7444,66641,26691,v
看上,VJ2,28,v,185,28,185,43,v
看上去,Dbc,20,v,1359,20,1359,153,v
看不慣,VK1,11,v,93,11,93,19,v
看不見,VC2,0,v,3,0,3,0,v
看不起,VJ2,30,v,153,30,153,42,v
看不過去,VJ2,10,l,19,10,19,10,l
看中,VC2,24,v,376,24,376,59,v
看似,VG2,58,v,568,58,568,109,v
看低,VJ2,0,v,3,0,3,0,v
看作,VG1,21,v,1369,21,1369,155,v
看來,Dbc,240,v,6636,240,6636,879,v
看出,VE2,296,v,1645,296,1645,430,v
看到,VE2,2551,v,13411,2551,13411,3637,v
看去,VB12,24,v,3,24,3,21,v
看天田,Nab,1,n,3,1,3,1,n
看好,"VC2, VJ1","6, 119",v,614,125,614,235,v
看守,VC2,24,v,467,24,467,68,v
看守所,Ncb,8,n,173,8,173,24,n
看官,Nab,6,v,47,6,47,10,v
看家,VA4,6,v,65,6,65,11,v
看家本領,Nac,4,n,48,4,48,8,n
看待,VC2,107,v,855,107,855,181,v
看得出來,VK1,28,v,3,28,3,25,v
看得見,VJ1,0,v,179,0,179,17,v
看慣,VJ2,4,n,3,4,3,3,n
看成,VG1,63,v,768,63,768,133,v
看戲,VA4,15,v,3,15,3,13,v
看扁,VJ2,0,n,3,0,3,0,n
看手相,VA4,0,n,3,0,3,0,n
看押,VC2,1,v,12,1,12,2,v
看望,VC2,7,v,627,7,627,69,v
看板,Nab,30,n,3,30,3,27,n
看樣子,Dbaa,11,l,253,11,253,35,l
看法,Nac,604,v,2491,604,2491,792,v
看清,VE2,37,v,640,37,640,97,v
看清楚,VE2,0,l,33,0,33,3,l
看漲,VH11,6,v,40,6,40,9,v
看熱鬧,VA4,23,v,35,23,35,24,v
看病,VA4,52,v,556,52,556,102,v
看相,VB11,10,v,55,10,55,14,v
看看,"Di, VC2, VE2","35, 494, 285",v,6297,814,6297,2621,v
看破,VJ2,12,v,52,12,52,16,v
看破紅塵,VH11,1,n,25,1,25,3,n
看穿,VJ1,13,v,29,13,29,14,v
看管,"Nv1, VC2","0, 14",v,164,14,164,45,v
看臺,Nab,1,v,195,1,195,20,v
看著辦,VA4,4,v,3,4,3,3,v
看見,VE2,576,v,10022,576,10022,1520,v
看視,VC2,1,v,3,1,3,1,v
看護,"Nab, VC2","5, 2",v,108,7,108,27,v
看護法,Nad,0,n,3,0,3,0,n
看走眼,VH11,0,v,20,0,20,2,v
看起來,Dbc,293,v,569,293,569,320,v
看跌,VH11,3,v,5,3,5,3,v
看輕,VJ1,4,v,31,4,31,6,v
看透,VJ2,18,v,159,18,159,32,v
看重,VJ1,30,v,570,30,570,84,v
看錯,VH12,7,v,3,7,3,6,v
看門,VA4,4,v,69,4,69,10,v
看門狗,Nab,1,n,3,1,3,1,n
看開,VH21,5,v,25,5,25,7,v
看頭,Nad,14,v,37,14,37,16,v
看顧,VC2,9,v,29,9,29,11,v
眛,b,0,zg,3,0,3,0,zg
真,"Dbb, VH11","1809, 372",d,19988,2181,19988,5960,d
真不少,VH11,12,d,3,12,3,11,d
真人,Nab,13,n,502,13,502,61,n
真人不露相,VH11,0,i,14,0,14,1,i
真人真事,Nad,2,i,18,2,18,3,i
真似,VG2,1,a,3,1,3,1,a
真個,Dbb,5,d,505,5,505,55,d
真假,Nad,10,n,285,10,285,37,n
真偽,Nad,15,a,187,15,187,32,a
真傳,Nad,3,n,81,3,81,10,n
真刀真槍,Naeb,0,l,42,0,42,4,l
真分數,Nac,0,n,3,0,3,0,n
真切,VH11,19,a,295,19,295,46,a
真善美,Naea,14,nr,55,14,55,18,nr
真實,VH11,322,d,3212,322,3212,611,d
真實性,Nad,11,n,226,11,226,32,n
真工夫,Nad,1,n,3,1,3,1,n
真心,"Nad, VH21","7, 44",d,507,51,507,147,d
真心真意,VH12,1,i,9,1,9,1,i
真心話,Nac,9,l,66,9,66,14,l
真性,Nad,3,n,45,3,45,7,n
真情,Nad,32,n,385,32,385,67,n
真意,Nad,6,d,58,6,58,11,d
真憑實據,Nad,1,l,25,1,25,3,l
真才實學,Nad,3,l,73,3,73,10,l
真摯,VH21,7,a,211,7,211,27,a
真數,Nac,0,n,3,0,3,0,n
真書,Nad,1,n,10,1,10,1,n
真正,"A, Dbb","623, 827",d,9540,1450,9540,3213,d
真率,VH21,0,n,3,0,3,0,n
真珠,Nab,2,n,15,2,15,3,n
真理,Nad,191,n,1269,191,1269,298,n
真的,Dbb,1194,d,6277,1194,6277,1702,d
真皮,Nab,4,n,75,4,75,11,n
真相,Nac,119,d,981,119,981,205,d
真相大白,VH11,2,l,51,2,51,6,l
真相畢露,VH11,0,i,3,0,3,0,i
真真假假,Nad,1,l,33,1,33,4,l
真知,Nad,1,n,24,1,24,3,n
真知灼見,Nad,1,i,35,1,35,4,i
真確,VH11,2,d,3,2,3,2,d
真空,A,0,n,555,0,555,55,n
真空地帶,Ncb,0,n,3,0,3,0,n
真空管,Nab,3,n,29,3,29,5,n
真箇,Dbb,1,z,3,1,3,1,z
真話,Nac,21,n,291,21,291,48,n
真誠,"Nv4, VH21","0, 75",a,751,75,751,217,a
真諦,Nad,27,n,178,27,178,42,n
真跡,Nab,10,n,79,10,79,16,n
真金不怕火煉,VH11,0,i,3,0,3,0,i
真金烈火,VH11,0,nrt,3,0,3,0,nrt
真面目,Nab,19,n,47,19,47,21,n
眠,b,0,vg,614,0,614,61,vg
眠思夢想,VH21,0,i,3,0,3,0,i
眥,b,0,"g, zg","56, 2",0,58,"5, 0","g, zg"
眨,VC2,23,zg,841,23,841,104,zg
眨動,VC2,1,v,3,1,3,1,v
眨眼,VA4,9,v,137,9,137,21,v
眨眼睛,VA4,3,l,3,3,3,3,l
眩,VH11,22,v,143,22,143,34,v
眩亂,VH11,0,v,3,0,3,0,v
眩人,VH11,2,n,3,2,3,2,n
眩暈,"Nv4, VH11","0, 4",v,205,4,205,44,v
眩目,VH11,5,v,21,5,21,6,v
眩眼,VH11,0,v,3,0,3,0,v
眭,Nbc,0,nr,12,0,12,1,nr
眯,VC31,0,v,461,0,461,46,v
眵,b,0,g,10,0,10,1,g
眶,b,0,ng,133,0,133,13,ng
眷,b,0,n,319,0,319,31,n
眷區,Ncb,1,n,3,1,3,1,n
眷口,Naea,0,n,3,0,3,0,n
眷屬,Nab,39,n,245,39,245,59,n
眷念,VJ2,1,n,14,1,14,2,n
眷愛,VJ2,0,v,3,0,3,0,v
眷懷,VJ2,0,v,3,0,3,0,v
眷戀,"Nv2, VJ2","0, 10",v,98,10,98,28,v
眷村,Ncb,96,n,3,96,3,86,n
眷注,VJ2,0,v,3,0,3,0,v
眷糧,Naeb,0,n,3,0,3,0,n
眷顧,"Nv3, VJ1","0, 8",v,87,8,87,24,v
眸,b,0,n,28,0,28,2,n
眸子,Nab,22,n,123,22,123,32,n
眹,b,0,zg,12,0,12,1,zg
眺,b,0,v,30,0,30,3,v
眺望,VC2,34,v,225,34,225,53,v
眺覽,VC2,0,v,3,0,3,0,v
眼,"Nab, Nfi","635, 0",n,8863,635,8863,2344,n
眼下,Ncc,0,t,1924,0,1924,192,t
眼不見為淨,VH11,2,i,15,2,15,3,i
眼中刺,Nab,0,n,3,0,3,0,n
眼中釘,Nab,8,l,49,8,49,12,l
眼光,Nad,247,n,2009,247,2009,423,n
眼到,VH11,0,v,3,0,3,0,v
眼力,Nad,9,n,174,9,174,25,n
眼圈,Nab,24,n,241,24,241,45,n
眼孔,Nab,1,n,3,1,3,1,n
眼尖,VH11,4,n,58,4,58,9,n
眼屎,Naa,0,n,14,0,14,1,n
眼岔,VH11,0,n,3,0,3,0,n
眼巴巴,Dh,5,n,136,5,136,18,n
眼影,Naa,15,n,17,15,17,15,n
眼拙,VH11,0,a,19,0,19,1,a
眼明人,Nab,0,n,3,0,3,0,n
眼明手快,VH11,2,i,45,2,45,6,i
眼暈,Naa,0,n,20,0,20,2,n
眼波,Nad,4,n,77,4,77,11,n
眼淚,Nab,149,n,2627,149,2627,396,n
眼淚汪汪,VH11,0,i,3,0,3,0,i
眼淺,VH11,0,n,3,0,3,0,n
眼炎,Nad,0,n,3,0,3,0,n
眼熟,VH11,6,a,50,6,50,10,a
眼熱,VH11,1,n,27,1,27,3,n
眼珠,Nab,21,n,378,21,378,56,n
眼珠兒,Nab,0,n,8,0,8,0,n
眼珠子,Nab,9,n,160,9,160,24,n
眼球,Nab,13,n,559,13,559,67,n
眼界,Nad,22,n,288,22,288,48,n
眼病,Nad,2,n,75,2,75,9,n
眼白,Naa,2,n,25,2,25,4,n
眼皮,Nab,41,n,465,41,465,83,n
眼目,Nab,1,n,85,1,85,9,n
眼看,VE2,61,v,1485,61,1485,203,v
眼眶,Nab,17,n,484,17,484,63,n
眼眸,Nab,3,n,11,3,11,3,n
眼睛,Nab,635,n,11190,635,11190,1690,n
眼睜睜,Dh,17,d,330,17,330,48,d
眼睫毛,Nab,0,n,56,0,56,5,n
眼瞳,Nab,1,v,3,1,3,1,v
眼瞼,Nab,3,n,152,3,152,17,n
眼神,Nad,96,n,1030,96,1030,189,n
眼福,Nad,8,nz,18,8,18,9,nz
眼科,Ncb,18,n,158,18,158,32,n
眼窩,Nab,6,n,156,6,156,21,n
眼簾,Nab,16,n,88,16,88,23,n
眼紅,VH11,11,n,140,11,140,23,n
眼結膜,Nab,0,n,3,0,3,0,n
眼線,"Nab, Nad","2, 0",n,44,2,44,10,n
眼罩,Nab,4,n,27,4,27,6,n
眼臉,Nab,0,n,3,0,3,0,n
眼色,Nad,10,n,813,10,813,90,n
眼花,VH11,2,n,131,2,131,14,n
眼花撩亂,VH11,34,vn,3,34,3,30,vn
眼花繚亂,VH11,0,i,167,0,167,16,i
眼藥,Naa,1,n,33,1,33,4,n
眼藥水,Naa,16,n,26,16,26,17,n
眼見,VE2,69,n,3240,69,3240,386,n
眼角,Nab,13,n,383,13,383,50,n
眼角膜,Naa,1,n,21,1,21,3,n
眼部,Ncc,10,n,107,10,107,19,n
眼鏡,Nab,88,n,731,88,731,152,n
眼鏡蛇,Nab,6,n,73,6,73,12,n
眼高手低,VH11,3,n,29,3,29,5,n
眾,"!Nab, A, VH11","0, 81, 8","ng, zg","11353, 3",89,11356,"3406, 80","ng, zg"
眾人,Naea,158,n,9329,158,9329,1075,n
眾人皆知,VK1,5,i,3,5,3,4,i
眾叛親離,VH11,1,i,59,1,59,6,i
眾口鑠金,VA4,1,i,6,1,6,1,i
眾多,VH11,216,m,4769,216,4769,671,m
眾寡,Nad,0,n,3,0,3,0,n
眾寡懸殊,VH11,0,i,22,0,22,2,i
眾志成城,VH11,2,n,30,2,30,4,n
眾怒難犯,VH11,2,i,7,2,7,2,i
眾所周知,VK1,12,i,339,12,339,44,i
眾擎易舉,VH11,0,i,3,0,3,0,i
眾星拱月,VB11,1,i,5,1,5,1,i
眾望所歸,VI1,1,i,50,1,50,5,i
眾生,Naea,116,n,107,116,107,115,n
眾生相,Nad,3,n,9,3,9,3,n
眾目昭彰,VH11,0,i,2,0,2,0,i
眾目睽睽,VH11,1,i,112,1,112,12,i
眾矢之的,Nad,6,i,47,6,47,10,i
眾說不一,VH11,1,i,12,1,12,2,i
眾說紛紜,VH11,13,i,83,13,83,20,i
眾謀僉用,VA4,0,n,3,0,3,0,n
眾議,Nad,1,n,3,1,3,1,n
眾議員,Nab,9,n,97,9,97,17,n
眾議院,Nca,8,n,491,8,491,56,n
眾軍,Naea,1,n,3,1,3,1,n
眾院,Ncb,8,n,19,8,19,9,n
眾體,Naea,0,n,3,0,3,0,n
睇,b,0,vg,12,0,12,1,vg
睏,VH11,8,zg,15,8,15,8,zg
睏乏,VH11,0,"an, v","116, 3",0,119,"11, 0","an, v"
睚,b,0,i,3,0,3,0,i
睚眥,b,0,v,6,0,6,0,v
睛,b,0,zg,289,0,289,28,zg
睜,VC2,44,"v, zg","2657, 3",44,2660,"304, 1","v, zg"
睜目,VA4,0,n,3,0,3,0,n
睜眼,VA4,17,n,3,17,3,15,n
睜開,VC2,35,n,3,35,3,31,n
睞,b,0,g,15,0,15,1,g
睡,VA12,353,v,7171,353,7171,1034,v
睡下,VA12,2,v,3,2,3,2,v
睡不著,VH11,0,v,3,0,3,0,v
睡午覺,VA12,16,n,3,16,3,14,n
睡去,VA12,12,v,3,12,3,11,v
睡意,Nad,12,v,122,12,122,23,v
睡懶覺,VA12,2,v,3,2,3,2,v
睡椅,Nab,0,n,13,0,13,1,n
睡熟,VA12,2,v,132,2,132,15,v
睡獅,Nab,2,nz,9,2,9,2,nz
睡相,Nad,1,v,6,1,6,1,v
睡眠,Nad,63,v,1067,63,1067,163,v
睡眠曲,Nac,0,n,3,0,3,0,n
睡眼,Nab,9,v,28,9,28,10,v
睡美人,Nba,14,n,33,14,33,15,n
睡著,VH11,76,v,1057,76,1057,174,v
睡蓮,Nab,3,n,45,3,45,7,n
睡蓮葉,Nab,0,n,3,0,3,0,n
睡衣,Nab,12,n,72,12,72,18,n
睡袋,Nab,5,n,54,5,54,9,n
睡袍,Nab,4,n,13,4,13,4,n
睡褲,Nab,0,n,8,0,8,0,n
睡覺,VA12,212,v,1730,212,1730,363,v
睡起,VA11,0,v,3,0,3,0,v
睡車,Nab,0,n,3,0,3,0,n
睡鄉,Ncb,0,v,12,0,12,1,v
睡醒,VH11,6,v,63,6,63,11,v
睡鼠,Nab,0,n,3,0,3,0,n
睢,Nbc,0,zg,202,0,202,20,zg
督,b,0,vg,1467,0,1467,146,vg
督令,Nac,0,n,3,0,3,0,n
督促,"Nv1, VF2","0, 52",v,347,52,347,116,v
督學,Nab,20,n,20,20,20,20,n
督察,"Nab, VC2","10, 1",v,879,11,879,185,v
督導,"Nv1, VC2","0, 45",n,104,45,104,61,n
督工,VA4,2,n,3,2,3,2,n
督師,VA4,0,n,3,0,3,0,n
督府,Ncb,0,n,9,0,9,0,n
